Package,File,Line,MethodSignature,MethodName,MethodNPath
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,51,equals(Object),equals,3
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,60,hashCode(),hashCode,4
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,80,DirectedGraph(),DirectedGraph,1
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,89,getNodes(),getNodes,1
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,98,addNodes(Collection),addNodes,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,108,addNode(N),addNode,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,119,getParents(N),getParents,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,134,getChildren(N),getChildren,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,148,removeNode(N),removeNode,4
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,165,containsBoth(N, N),containsBoth,1
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,176,addEdge(N, N),addEdge,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,190,removeEdge(N, N),removeEdge,2
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,203,containsNode(N),containsNode,1
jsat.classifiers.bayesian.graphicalmodel,/classifiers/bayesian/graphicalmodel/DirectedGraph.java,209,clone(),clone,5
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,74,fit(Vec),fit,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,87,fit(Vec),fit,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,121,fit(Vec),fit,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,135,NaiveBayes(NumericalHandeling),NaiveBayes,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,143,NaiveBayes(),NaiveBayes,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,154,setNumericalHandling(NumericalHandeling),setNumericalHandling,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,163,getNumericalHandling(),getNumericalHandling,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,173,isSparceInput(),isSparceInput,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,194,setSparceInput(boolean),setSparceInput,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,200,classify(DataPoint),classify,126
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,272,clone(),clone,32
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,305,supportsWeightedData(),supportsWeightedData,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,320,DistributionSelectRunable(int, int, Vec, CountDownLatch),DistributionSelectRunable,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,328,run(),run,2
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,350,AprioriCounterRunable(int, int, List, CountDownLatch),AprioriCounterRunable,1
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,361,run(),run,8
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,379,getSampleVariableVector(ClassificationDataSet, int, int),getSampleVariableVector,4
jsat.classifiers.bayesian,/classifiers/bayesian/NaiveBayes.java,396,train(ClassificationDataSet, boolean),train,21
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,58,MultinomialNaiveBayes(),MultinomialNaiveBayes,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,67,MultinomialNaiveBayes(double),MultinomialNaiveBayes,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,77,MultinomialNaiveBayes(MultinomialNaiveBayes),MultinomialNaiveBayes,4
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,114,setSmoothing(double),setSmoothing,4
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,125,getSmoothing(),getSmoothing,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,139,setFinalizeAfterTraining(boolean),setFinalizeAfterTraining,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,149,isFinalizeAfterTraining(),isFinalizeAfterTraining,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,155,clone(),clone,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,161,train(ClassificationDataSet, boolean),train,2
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,169,train(ClassificationDataSet),train,2
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,182,finalizeModel(),finalizeModel,22
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,216,setUp(CategoricalData, int, CategoricalData),setUp,3
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,232,update(DataPoint, double, int),update,12
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,257,classify(DataPoint),classify,48
jsat.classifiers.bayesian,/classifiers/bayesian/MultinomialNaiveBayes.java,326,supportsWeightedData(),supportsWeightedData,1
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,38,AODE(),AODE,1
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,46,AODE(AODE),AODE,3
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,59,clone(),clone,1
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,65,setUp(CategoricalData, int, CategoricalData),setUp,4
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,80,train(ClassificationDataSet, boolean),train,2
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,94,update(DataPoint, double, int),update,2
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,101,classify(DataPoint),classify,4
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,122,supportsWeightedData(),supportsWeightedData,1
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,133,setM(double),setM,4
jsat.classifiers.bayesian,/classifiers/bayesian/AODE.java,144,getM(),getM,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultivariateNormals.java,18,MultivariateNormals(boolean),MultivariateNormals,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultivariateNormals.java,26,MultivariateNormals(),MultivariateNormals,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultivariateNormals.java,35,MultivariateNormals(MultivariateNormals),MultivariateNormals,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultivariateNormals.java,41,supportsWeightedData(),supportsWeightedData,1
jsat.classifiers.bayesian,/classifiers/bayesian/MultivariateNormals.java,47,clone(),clone,1
jsat.classifiers,/classifiers/Classifier.java,45,train(ClassificationDataSet),train,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,37,ClassificationDataSet(DataSet, int),ClassificationDataSet,4
jsat.classifiers,/classifiers/ClassificationDataSet.java,52,ClassificationDataSet(List, int),ClassificationDataSet,12
jsat.classifiers,/classifiers/ClassificationDataSet.java,100,ClassificationDataSet(DataStore, List),ClassificationDataSet,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,115,ClassificationDataSet(DataStore, List, CategoricalData),ClassificationDataSet,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,129,ClassificationDataSet(List, CategoricalData),ClassificationDataSet,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,149,ClassificationDataSet(int, CategoricalData, CategoricalData),ClassificationDataSet,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,162,getClassSize(),getClassSize,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,175,comineAllBut(List, int),comineAllBut,5
jsat.classifiers,/classifiers/ClassificationDataSet.java,202,getDataPoint(int),getDataPoint,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,212,getDataPointPair(int),getDataPointPair,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,221,setDataPoint(int, DataPoint),setDataPoint,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,234,getDataPointCategory(int),getDataPointCategory,3
jsat.classifiers,/classifiers/ClassificationDataSet.java,245,getSubset(List),getSubset,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,254,stratSet(int, Random),stratSet,6
jsat.classifiers,/classifiers/ClassificationDataSet.java,291,addDataPoint(Vec, int, int),addDataPoint,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,305,addDataPoint(Vec, int),addDataPoint,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,318,addDataPoint(Vec, int, double),addDataPoint,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,331,addDataPoint(Vec, int, int, double),addDataPoint,16
jsat.classifiers,/classifiers/ClassificationDataSet.java,352,addDataPoint(DataPoint, int),addDataPoint,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,363,addDataPoint(DataPoint, int, double),addDataPoint,16
jsat.classifiers,/classifiers/ClassificationDataSet.java,387,getSamples(int),getSamples,3
jsat.classifiers,/classifiers/ClassificationDataSet.java,405,getSampleVariableVector(int, int),getSampleVariableVector,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,420,getPredicting(),getPredicting,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,435,getAsDPPList(),getAsDPPList,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,454,getAsFloatDPPList(),getAsFloatDPPList,2
jsat.classifiers,/classifiers/ClassificationDataSet.java,467,getPriors(),getPriors,4
jsat.classifiers,/classifiers/ClassificationDataSet.java,492,classSampleCount(int),classSampleCount,3
jsat.classifiers,/classifiers/ClassificationDataSet.java,502,size(),size,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,508,shallowClone(),shallowClone,4
jsat.classifiers,/classifiers/ClassificationDataSet.java,520,emptyClone(),emptyClone,1
jsat.classifiers,/classifiers/ClassificationDataSet.java,527,getTwiceShallowClone(),getTwiceShallowClone,1
jsat.distributions,/distributions/Levy.java,23,Levy(double, double),Levy,1
jsat.distributions,/distributions/Levy.java,33,setScale(double),setScale,4
jsat.distributions,/distributions/Levy.java,45,getScale(),getScale,1
jsat.distributions,/distributions/Levy.java,54,setLocation(double),setLocation,3
jsat.distributions,/distributions/Levy.java,65,getLocation(),getLocation,1
jsat.distributions,/distributions/Levy.java,71,pdf(double),pdf,2
jsat.distributions,/distributions/Levy.java,79,logPdf(double),logPdf,2
jsat.distributions,/distributions/Levy.java,88,cdf(double),cdf,2
jsat.distributions,/distributions/Levy.java,96,invCdf(double),invCdf,3
jsat.distributions,/distributions/Levy.java,104,min(),min,1
jsat.distributions,/distributions/Levy.java,110,max(),max,1
jsat.distributions,/distributions/Levy.java,116,getDistributionName(),getDistributionName,1
jsat.distributions,/distributions/Levy.java,122,getVariables(),getVariables,1
jsat.distributions,/distributions/Levy.java,128,getCurrentVariableValues(),getCurrentVariableValues,1
jsat.distributions,/distributions/Levy.java,134,setVariable(String, double),setVariable,3
jsat.distributions,/distributions/Levy.java,143,clone(),clone,1
jsat.distributions,/distributions/Levy.java,149,setUsingData(Vec),setUsingData,1
jsat.distributions,/distributions/Levy.java,158,mean(),mean,1
jsat.distributions,/distributions/Levy.java,164,mode(),mode,1
jsat.distributions,/distributions/Levy.java,170,standardDeviation(),standardDeviation,1
jsat.distributions,/distributions/Levy.java,176,variance(),variance,1
jsat.distributions,/distributions/Levy.java,182,skewness(),skewness,1
jsat.distributions,/distributions/Levy.java,188,hashCode(),hashCode,1
jsat.distributions,/distributions/Levy.java,200,equals(Object),equals,32
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,39,RBFKernel(),RBFKernel,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,48,RBFKernel(double),RBFKernel,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,54,eval(Vec, Vec),eval,2
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,62,eval(int, int, List, List),eval,2
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,70,eval(int, Vec, List, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,79,setSigma(double),setSigma,2
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,87,getSigma(),getSigma,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,93,toString(),toString,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,99,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,111,sigmaToGamma(double),sigmaToGamma,4
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,125,gammToSigma(double),gammToSigma,4
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,139,guessSigma(DataSet),guessSigma,1
jsat.distributions.kernels,/distributions/kernels/RBFKernel.java,145,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,27,RationalQuadraticKernel(double),RationalQuadraticKernel,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,36,setC(double),setC,4
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,47,getC(),getC,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,53,eval(Vec, Vec),eval,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,60,eval(int, int, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,67,eval(int, Vec, List, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,74,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,86,guessC(DataSet),guessC,1
jsat.distributions.kernels,/distributions/kernels/RationalQuadraticKernel.java,93,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,35,NormalizedKernel(KernelTrick),NormalizedKernel,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,41,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,47,eval(Vec, Vec),eval,3
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,58,getParameters(),getParameters,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,64,getParameter(String),getParameter,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,70,supportsAcceleration(),supportsAcceleration,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,76,getAccelerationCache(List),getAccelerationCache,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,82,getQueryInfo(Vec),getQueryInfo,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,88,addToCache(Vec, List),addToCache,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,94,eval(int, Vec, List, List, List),eval,3
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,105,eval(int, int, List, List),eval,3
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,116,evalSum(List, List, double, Vec, int, int),evalSum,1
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,122,evalSum(List, List, double, Vec, List, int, int),evalSum,2
jsat.distributions.kernels,/distributions/kernels/NormalizedKernel.java,133,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,37,PukKernel(double, double),PukKernel,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,47,setOmega(double),setOmega,4
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,55,getOmega(),getOmega,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,64,setSigma(double),setSigma,4
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,71,getSigma(),getSigma,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,77,eval(Vec, Vec),eval,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,83,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,89,eval(int, Vec, List, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,95,eval(int, int, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,100,getVal(double),getVal,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,113,guessOmega(DataSet),guessOmega,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,125,guessSigma(DataSet),guessSigma,1
jsat.distributions.kernels,/distributions/kernels/PukKernel.java,131,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,31,DistanceMetricBasedKernel(DistanceMetric),DistanceMetricBasedKernel,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,40,supportsAcceleration(),supportsAcceleration,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,46,getAccelerationCache(List),getAccelerationCache,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,52,getQueryInfo(Vec),getQueryInfo,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,58,addToCache(Vec, List),addToCache,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,64,evalSum(List, List, double, Vec, int, int),evalSum,1
jsat.distributions.kernels,/distributions/kernels/DistanceMetricBasedKernel.java,70,evalSum(List, List, double, Vec, List, int, int),evalSum,3
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,131,KernelPoint(KernelTrick, double),KernelPoint,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,147,KernelPoint(KernelPoint),KernelPoint,10
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,185,setMaxBudget(int),setMaxBudget,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,196,getMaxBudget(),getMaxBudget,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,210,setBudgetStrategy(BudgetStrategy),setBudgetStrategy,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,221,getBudgetStrategy(),getBudgetStrategy,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,231,setErrorTolerance(double),setErrorTolerance,4
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,243,getErrorTolerance(),getErrorTolerance,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,254,getSqrdNorm(),getSqrdNorm,6
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,286,dot(Vec),dot,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,300,dot(Vec, List),dot,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,313,dot(KernelPoint),dot,27
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,341,dist(Vec),dist,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,355,dist(Vec, List),dist,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,368,dist(KernelPoint),dist,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,380,mutableMultiply(double),mutableMultiply,6
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,394,mutableAdd(Vec),mutableAdd,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,404,mutableAdd(double, Vec),mutableAdd,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,416,mutableAdd(double, Vec, List),mutableAdd,192
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,604,addPoint(Vec, List, double),addPoint,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,621,finalMergeStep(int, int, Vec, List, double, boolean),finalMergeStep,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,657,getH(double, double, double),getH,16
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,702,removeIndex(int),removeIndex,3
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,718,getBasisSize(),getBasisSize,2
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,734,getRawBasisVecs(),getRawBasisVecs,1
jsat.distributions.kernels,/distributions/kernels/KernelPoint.java,740,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,32,supportsAcceleration(),supportsAcceleration,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,45,getSqrdNorm(int, int, List, List),getSqrdNorm,2
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,59,getSqrdNorm(int, List, List),getSqrdNorm,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,73,getSqrdNorm(int, Vec, List, List, List),getSqrdNorm,2
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,81,getAccelerationCache(List),getAccelerationCache,2
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,90,getQueryInfo(Vec),getQueryInfo,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,98,addToCache(Vec, List),addToCache,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,110,evalSum(List, List, double, Vec, int, int),evalSum,1
jsat.distributions.kernels,/distributions/kernels/BaseL2Kernel.java,116,evalSum(List, List, double, Vec, List, int, int),evalSum,3
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,23,supportsAcceleration(),supportsAcceleration,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,29,getAccelerationCache(List),getAccelerationCache,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,35,getQueryInfo(Vec),getQueryInfo,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,41,addToCache(Vec, List),addToCache,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,47,eval(int, int, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,53,eval(int, Vec, List, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,59,evalSum(List, List, double, Vec, int, int),evalSum,1
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,65,evalSum(List, List, double, Vec, List, int, int),evalSum,2
jsat.distributions.kernels,/distributions/kernels/BaseKernelTrick.java,79,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,32,PolynomialKernel(double, double, double),PolynomialKernel,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,43,PolynomialKernel(double),PolynomialKernel,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,53,setAlpha(double),setAlpha,4
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,66,setC(double),setC,4
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,77,setDegree(double),setDegree,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,86,getAlpha(),getAlpha,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,95,getC(),getC,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,104,getDegree(),getDegree,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,110,eval(Vec, Vec),eval,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,116,toString(),toString,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,128,guessDegree(DataSet),guessDegree,1
jsat.distributions.kernels,/distributions/kernels/PolynomialKernel.java,134,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,45,GeneralRBFKernel(DistanceMetric, double),GeneralRBFKernel,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,57,setSigma(double),setSigma,4
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,69,getSigma(),getSigma,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,75,clone(),clone,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,81,eval(Vec, Vec),eval,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,88,eval(int, Vec, List, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,96,eval(int, int, List, List),eval,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,109,guessSigma(DataSet),guessSigma,1
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,122,guessSigma(DataSet, DistanceMetric),guessSigma,50
jsat.distributions.kernels,/distributions/kernels/GeneralRBFKernel.java,178,normalized(),normalized,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,36,KernelPoints(KernelTrick, int, double),KernelPoints,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,51,KernelPoints(KernelTrick, int, double, boolean),KernelPoints,4
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,69,KernelPoints(KernelPoints),KernelPoints,4
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,102,setBudgetStrategy(KernelPoint.BudgetStrategy),setBudgetStrategy,2
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,113,getBudgetStrategy(),getBudgetStrategy,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,118,getKernel(),getKernel,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,128,setErrorTolerance(double),setErrorTolerance,8
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,142,getErrorTolerance(),getErrorTolerance,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,156,setMaxBudget(int),setMaxBudget,4
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,169,getMaxBudget(),getMaxBudget,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,179,getSqrdNorm(int),getSqrdNorm,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,195,dot(int, Vec, List),dot,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,214,dot(Vec, List),dot,4
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,241,dot(int, KernelPoint),dot,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,257,dot(int, KernelPoints, int),dot,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,273,dist(int, Vec, List),dist,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,287,dist(int, KernelPoint),dist,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,305,dist(int, KernelPoints, int),dist,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,316,mutableMultiply(int, double),mutableMultiply,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,326,mutableMultiply(double),mutableMultiply,2
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,341,mutableAdd(int, double, Vec, List),mutableAdd,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,355,mutableAdd(Vec, Vec, List),mutableAdd,8072
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,579,addNewKernelPoint(),addNewKernelPoint,2
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,601,standardMove(KernelPoint, KernelPoint),standardMove,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,616,getBasisSize(),getBasisSize,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,628,getRawBasisVecs(),getRawBasisVecs,1
jsat.distributions.kernels,/distributions/kernels/KernelPoints.java,639,size(),size,1
